record_id,source_type,batch_id,ingested_at,entity_id,entity_type,full_name,dob,nationality,is_pep,address,city,country,director_of_entity_ids,pep_level,company_number,date_incorporated,employee_count,is_offshore,owned_by_entity_id,ownership_percentage
REC_SYNTH_P_002_08,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_002,person,Mary Baker,1960-05-18,Chinese,False,"769 Queen Street, Beijing, India",Beijing,India,ENT_COMPANY_011,,,,,,,
REC_SYNTH_P_002_09,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_002,person,Mary Baker,1960-05-18,Chinese,False,"769 Queen Street, Beijing, India",Beijing,India,ENT_COMPANY_031,,,,,,,
REC_SYNTH_P_002_1,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_002,person,Mary Baker,1960-05-18,Chinese,False,"769 Queen Street, Beijing, India",Beijing,India,ENT_COMPANY_03,,,,,,,
REC_SYNTH_P_002_11,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_002,person,Mary Baker,1960-05-18,Chinese,False,"769 Queen Street, Beijing, India",Beijing,India,ENT_COMPANY_046,,,,,,,
REC_SYNTH_P_002_12,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_002,person,Mary Baker,1960-05-18,Chinese,False,"769 Queen Street, Beijing, India",Beijing,India,ENT_COMPANY_049,,,,,,,
REC_SYNTH_P_002_13,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_002,person,Mary Baker,1960-05-18,Chinese,False,"769 Queen Street, Beijing, India",Beijing,India,ENT_COMPANY_004,,,,,,,
REC_SYNTH_P_002_14,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_002,person,Mary Baker,1960-05-18,Chinese,False,"769 Queen Street, Beijing, India",Beijing,India,ENT_COMPANY_01,,,,,,,
REC_SYNTH_P_003,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_003,person,Joseph Lewis,1961-09-17,British,True,"792 Main Street, Cardiff, United Kingdom",Cardiff,United Kingdom,ENT_COMPANY_02,central_bank,,,,,,
REC_SYNTH_P_003_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_003,person,Joseph Lewis,1961-09-17,British,True,"792 Main Street, Cardiff, United Kingdom",Cardiff,United Kingdom,ENT_COMPANY_005,central_bank,,,,,,
REC_SYNTH_P_004,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_004,person,Giovanni Walker,1977-10-26,British,False,"279 Main Street, Cambridge, United Kingdom",Cambridge,United Kingdom,ENT_COMPANY_007,,,,,,,
REC_SYNTH_P_004_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_004,person,Giovanni Walker,1977-10-26,British,False,"279 Main Street, Cambridge, United Kingdom",Cambridge,United Kingdom,ENT_COMPANY_046,,,,,,,
REC_SYNTH_P_004_02,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_004,person,Giovanni Walker,1977-10-26,British,False,"279 Main Street, Cambridge, United Kingdom",Cambridge,United Kingdom,ENT_COMPANY_004,,,,,,,
REC_SYNTH_P_005,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_005,person,Maria Clark,1972-03-08,French,False,"61 Queen Street, Berlin, USA",Berlin,USA,ENT_COMPANY_036,,,,,,,
REC_SYNTH_P_005_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_005,person,Maria Clark,1972-03-08,French,False,"61 Queen Street, Berlin, USA",Berlin,USA,ENT_COMPANY_051,,,,,,,
REC_SYNTH_P_006,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_006,person,Thomas Smith,1978-06-09,American,False,"984 High Street, Berlin, France",Berlin,France,,,,,,,,
REC_SYNTH_P_007,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_007,person,Karen Thomas,1964-09-10,British,False,"806 High Street, Cambridge, United Kingdom",Cambridge,United Kingdom,ENT_COMPANY_054,,,,,,,
REC_SYNTH_P_007_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_007,person,Karen Thomas,1964-09-10,British,False,"806 High Street, Cambridge, United Kingdom",Cambridge,United Kingdom,ENT_COMPANY_04,,,,,,,
REC_SYNTH_P_008,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_008,person,Li Jackson,1990-01-24,British,False,"163 King Street, Cambridge, United Kingdom",Cambridge,United Kingdom,ENT_COMPANY_03,,,,,,,
REC_SYNTH_P_008_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_008,person,Li Jackson,1990-01-24,British,False,"163 King Street, Cambridge, United Kingdom",Cambridge,United Kingdom,ENT_COMPANY_032,,,,,,,
REC_SYNTH_P_009,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_009,person,Mohammed Sanchez,1986-12-17,Chinese,False,"625 Main Street, New York, Germany",New York,Germany,,,,,,,,
REC_SYNTH_P_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_01,person,Robert Harris,1970-05-31,British,False,"70 Park Street, Liverpool, United Kingdom",Liverpool,United Kingdom,ENT_COMPANY_015,,,,,,,
REC_SYNTH_P_010_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_01,person,Robert Harris,1970-05-31,British,False,"70 Park Street, Liverpool, United Kingdom",Liverpool,United Kingdom,ENT_COMPANY_041,,,,,,,
REC_SYNTH_P_010_02,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_01,person,Robert Harris,1970-05-31,British,False,"70 Park Street, Liverpool, United Kingdom",Liverpool,United Kingdom,ENT_COMPANY_021,,,,,,,
REC_SYNTH_P_011,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_011,person,Maria Nguyen,1993-09-26,British,False,"170 King Street, Cambridge, United Kingdom",Cambridge,United Kingdom,,,,,,,,
REC_SYNTH_P_012,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_012,person,Emma Lee,1956-12-23,French,False,"334 High Street, Berlin, Germany",Berlin,Germany,ENT_COMPANY_026,,,,,,,
REC_SYNTH_P_013,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_045,,,,,,,
REC_SYNTH_P_013_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_043,,,,,,,
REC_SYNTH_P_013_02,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_002,,,,,,,
REC_SYNTH_P_013_03,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_005,,,,,,,
REC_SYNTH_P_013_04,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_057,,,,,,,
REC_SYNTH_P_013_05,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_025,,,,,,,
REC_SYNTH_P_013_06,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_031,,,,,,,
REC_SYNTH_P_013_07,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_032,,,,,,,
REC_SYNTH_P_013_08,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_01,,,,,,,
REC_SYNTH_P_013_09,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_003,,,,,,,
REC_SYNTH_P_013_1,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_012,,,,,,,
REC_SYNTH_P_013_11,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_024,,,,,,,
REC_SYNTH_P_013_12,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_051,,,,,,,
REC_SYNTH_P_013_13,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_009,,,,,,,
REC_SYNTH_P_013_14,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_008,,,,,,,
REC_SYNTH_P_013_15,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_013,person,Greta Nguyen,1995-10-04,British,False,"353 Queen Street, Manchester, United Kingdom",Manchester,United Kingdom,ENT_COMPANY_007,,,,,,,
REC_SYNTH_P_014,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_014,person,William Jones,1953-10-06,British,True,"309 Queen Street, London, United Kingdom",London,United Kingdom,ENT_COMPANY_01,state_enterprise,,,,,,
REC_SYNTH_P_015,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_015,person,Dmitri Clark,1989-07-25,British,False,"736 High Street, Bristol, United Kingdom",Bristol,United Kingdom,ENT_COMPANY_055,,,,,,,
REC_SYNTH_P_015_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_PERSON_015,person,Dmitri Clark,1989-07-25,British,False,"736 High Street, Bristol, United Kingdom",Bristol,United Kingdom,ENT_COMPANY_022,,,,,,,
REC_SYNTH_C_,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_,company,Quantum Energy Technologies Inc,,,,"543 Business Park, Liverpool, United Kingdom",Liverpool,United Kingdom,,,75067126,2022-06-18,25,False,ENT_PERSON_02,75.0
REC_SYNTH_C_001,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_001,company,Dynamic Retail Enterprises,,,,"230 Business Park, Oxford, United Kingdom",Oxford,United Kingdom,,,83589016,2003-06-20,100,False,ENT_PERSON_014,60.0
REC_SYNTH_C_002,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_002,company,Premier Energy Consulting Group,,,,"453 Business Park, Edinburgh, United Kingdom",Edinburgh,United Kingdom,,,66226597,2022-12-20,25,False,ENT_PERSON_017,30.0
REC_SYNTH_C_003,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_003,company,Global Media Resources Ltd,,,,"5 Business Park, Glasgow, United Kingdom",Glasgow,United Kingdom,,,7882169,2017-12-14,500,False,ENT_PERSON_,75.0
REC_SYNTH_C_004,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_004,company,Superior Retail Industries Plc,,,,"355 Business Park, Glasgow, United Kingdom",Glasgow,United Kingdom,,,40249584,2004-09-08,5,False,ENT_COMPANY_032,50.0
REC_SYNTH_C_005,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_005,company,Strategic Tech Group Plc,,,,"803 Business Park, London, United Kingdom",London,United Kingdom,,,57151457,2013-01-15,250,False,ENT_PERSON_031,51.0
REC_SYNTH_C_006,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_006,company,Vertex Energy Group Plc,,,,"802 Business Park, London, United Kingdom",London,United Kingdom,,,75198843,2019-08-19,15,False,ENT_PERSON_016,60.0
REC_SYNTH_C_007,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_007,company,Apex Agriculture Management Ltd,,,,"740 Business Park, Liverpool, United Kingdom",Liverpool,United Kingdom,,,28480778,2005-04-04,50,False,ENT_PERSON_001,30.0
REC_SYNTH_C_008,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_008,company,Apex Media Holdings Ltd,,,,"394 Business Park, Oxford, United Kingdom",Oxford,United Kingdom,,,34260543,2021-11-19,50,False,ENT_PERSON_036,30.0
REC_SYNTH_C_009,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_009,company,Advanced Mining Group Plc,,,,"676 Business Park, Oxford, United Kingdom",Oxford,United Kingdom,,,91766772,2000-11-28,5,False,ENT_PERSON_033,60.0
REC_SYNTH_C_01,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_01,company,Global Agriculture Holdings Ltd,,,,"349 Business Park, Cambridge, United Kingdom",Cambridge,United Kingdom,,,87427269,2001-11-16,100,False,ENT_PERSON_023,75.0
REC_SYNTH_C_011,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_011,company,Superior Property Industries Plc,,,,"618 Business Park, Glasgow, United Kingdom",Glasgow,United Kingdom,,,93109026,2011-06-11,25,False,ENT_PERSON_03,40.0
REC_SYNTH_C_012,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_012,company,Pinnacle Agriculture Industries Plc,,,,"526 Business Park, Edinburgh, United Kingdom",Edinburgh,United Kingdom,,,93611956,2013-12-10,100,False,ENT_PERSON_02,60.0
REC_SYNTH_C_013,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_013,company,Pinnacle Energy Investments Inc,,,,"856 Business Park, Glasgow, United Kingdom",Glasgow,United Kingdom,,,3898221,2012-10-11,50,False,ENT_COMPANY_046,100.0
REC_SYNTH_C_014,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_014,company,Strategic Media Development Corp,,,,"530 Business Park, Leeds, United Kingdom",Leeds,United Kingdom,,,33697407,2021-10-06,250,False,ENT_PERSON_031,75.0
REC_SYNTH_C_015,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_015,company,Vertex Property Ventures Ltd,,,,"776 Business Park, Cardiff, United Kingdom",Cardiff,United Kingdom,,,24618606,2021-01-16,5,False,ENT_PERSON_009,30.0
REC_SYNTH_C_016,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_016,company,Strategic Telecom Ventures Ltd,,,,"711 Business Park, Bristol, United Kingdom",Bristol,United Kingdom,,,29180307,2022-10-10,500,False,ENT_PERSON_029,25.0
REC_SYNTH_C_017,csv_synthetic,BATCH_20260228_144148,2026-02-28T07:51:06.221213,ENT_COMPANY_017,company,International Healthcare Financial Services,,,,"561 Business Park, Glasgow, United Kingdom",Glasgow,United Kingdom,,,28556316,2017-12-18,500,False,ENT_PERSON_025,75.0
